title~views~uptime_y~uptime_m~uptime_d~link
Wajah Baby No Limit Bulan Agustus!~279,491~0~2~59~https://www.youtube.com/watch?v=3DCKPuZ0GOlYg
Terbang ke Singapore Untuk Melihat Baby No Limit! (Check Up Agustus)~152,256~0~2~59~https://www.youtube.com/watch?v=3DaWBv-56cU70
Sebentar Lagi Baby No Limit Akan Lahir!~201,446~0~2~59~https://www.youtube.com/watch?v=3Ddi8EdEqOqnQ
Butuh Berapa Banyak Bola Untuk Penuhin 1 Kolam Renang?~154,113~0~2~59~https://www.youtube.com/watch?v=3D6d8amV_hcUE
Gender Reveal Baby No Limit!~387,547~0~2~59~https://www.youtube.com/watch?v=3Def8dMDlMOv0
Sikat Gigi Rp2,000 Vs Rp5,000,000!~121,547~0~3~90~https://www.youtube.com/watch?v=3D85RQypJNlf0
Ini Dia Wajah Baby No Limit!~370,948~0~3~90~https://www.youtube.com/watch?v=3D1gmf7mF-HuE
Oleh-Oleh Mainan Dari Mama Papa Sisca Kohl!~78,992~0~3~90~https://www.youtube.com/watch?v=3D2UGaR4Blj-8
Check Up Baby No Limit di Singapore!~1,211,348~0~5~151~https://www.youtube.com/watch?v=3DpbmowMg-OGU
Ibu Hamil Sisca Kohl Ngidam Makanan Rp7,000,000!~1,296,666~0~6~182~https://www.youtube.com/watch?v=3Dt-uPfYyTByk
Akhirnya Istriku Sisca Kohl Hamil!~3,199,401~0~6~182~https://www.youtube.com/watch?v=3DH0pt2IqWoZc
Kado Rp1,5 Miliar Untuk Istri Tercinta Sisca Kohl~1,783,814~0~8~243~https://www.youtube.com/watch?v=3DXnzs-a6pdLY
Review Hero Terbaru Arlott - Mobile Legends~1,425,287~0~9~271~https://www.youtube.com/watch?v=3DZQcu7PYWo5M
Skin Leomord Abyss Terbaru Rp3,000,000 - Mobile Legends~674,570~0~9~271~https://www.youtube.com/watch?v=3DSGYLKHvA9sE
Starlight Saber Kualitas Rp1,000,000 - Mobile Legends~383,565~0~9~271~https://www.youtube.com/watch?v=3DHVlG5mR3t0o
Hero Paling Ditakuti di Mobile Legends~376,076~0~9~271~https://www.youtube.com/watch?v=3DgLkNazEvcLA
Top Up Rp10,000,000 di FIFA Mobile~1,796,651~0~9~271~https://www.youtube.com/watch?v=3D1CF9O3I-zwE
Emote Full Power Mari Kita Coba Gratis!~860,140~0~9~271~https://www.youtube.com/watch?v=3DcNwQ_uqe6jA
Pertama Kali Sisca Kohl Naik Motor~892,129~0~10~302~https://www.youtube.com/watch?v=3DBgsArR0gmTY
Skin Terbaru M4 Prime Beatrix Rp7,000,000 - Mobile Legends~971,166~0~10~302~https://www.youtube.com/watch?v=3DL_VdaQfM0MA
Skin Legend Franco Rp3,000,000 - Mobile Legends~1,387,765~0~10~302~https://www.youtube.com/watch?v=3DsVMtcdylWY4
Pertama Kali Cosplay Untuk Free Fire Winterlands Google Play~445,037~0~10~302~https://www.youtube.com/watch?v=3DhB69ETbbvUA
Savage Main Pake Hero Paling Sering Kalah~604,977~0~11~333~https://www.youtube.com/watch?v=3D3MWIEemgINg
Skin Terbaru Ruby Aspirants Rp2,000,000 - Mobile Legends~653,384~0~11~333~https://www.youtube.com/watch?v=3D8SDqgKgEE0E
Skin Terbaru  Angela Aspirants Rp1,500,000 - Mobile Legends~314,257~0~11~333~https://www.youtube.com/watch?v=3D1NbfPWkWoiw
Main Sepak Bola Sama Istri Tercinta~970,956~0~11~333~https://www.youtube.com/watch?v=3DU47x41LnwMs
Belanja Bulanan Pertama Aku dan Sisca Kohl! BUDGET NO LIMIT!~7,494,168~0~11~333~https://www.youtube.com/watch?v=3DD8F9PIifOhQ
Cara Main Pake Gusion Setelah Nerf - Mobile Legends~328,165~0~11~333~https://www.youtube.com/watch?v=3DiEyGemQf3WY
