title~views~uptime_y~uptime_m~uptime_d~link
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C 2023 =F0=9F=93=A6 =F0=9F=8E=A0 =D0=A3=D1=80=D0=B0! =D0=9D=D0=BE=D0=B2=D0=B0=D1=8F =D0=B8=D0=B3=D1=80=D0=B0! (=D0=A2=D1=80=D0=B5=D0=B9=D0=BB=D0=B5=D1=80) =F0=9F=91=B1=E2=80=8D=E2=99=80=EF=B8=8F=F0=9F=90=BB =D0=9D=D0=BE=D0=B2=D0=B0=D1=8F =D1=81=D0=B5=D1=80=D0=B8=D1=8F 19 =D0=BE=D0=BA=D1=82=D1=8F=D0=B1=D1=80=D1=8F!~166,564~0~1~29~https://www.youtube.com/watch?v=3D_2WG5TczoPk
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=8E=88 =D0=90=D0=BD=D0=B8=D0=BC=D0=B0=D1=88=D0=BA=D0=B8 =E2=AD=90=EF=B8=8F =D0=9D=D0=9E=D0=92=D0=90=D0=AF =D0=98=D0=A1=D0=A2=D0=9E=D0=A0=D0=98=D0=AF =E2=AD=90=EF=B8=8F =D0=97=D0=B0 =D1=81=D1=82=D0=B5=D0=BA=D0=BB=D0=BE=D0=BC =F0=9F=8D=AB=F0=9F=8D=AC (=D1=81=D0=B5=D1=80=D0=B8=D1=8F 8) =D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C 2023~753,838~0~1~33~https://www.youtube.com/watch?v=3D9Fc2mX3eJ0E
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=A9=BA=F0=9F=A5=B0 =D0=97=D0=B4=D0=BE=D1=80=D0=BE=D0=B2=D1=8B =D0=B4=D1=83=D1=85=D0=BE=D0=BC =D0=B8 =D1=82=D0=B5=D0=BB=D0=BE=D0=BC! =F0=9F=A9=BA=F0=9F=A5=B0 =D0=9A=D0=BE=D0=BB=D0=BB=D0=B5=D0=BA=D1=86=D0=B8=D1=8F =D1=81=D0=B5=D1=80=D0=B8=D0=B9 =D0=BF=D1=80=D0=BE =D0=9C=D0=B0=D1=88=D1=83 =F0=9F=8E=AC~497,690~0~1~34~https://www.youtube.com/watch?v=3DvZ3vNLsAOFA
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=A6=9C=F0=9F=92=8E=D0=9E=D1=81=D1=82=D1=80=D0=BE=D0=B2 =D1=81=D0=BE=D0=BA=D1=80=D0=BE=D0=B2=D0=B8=D1=89 =F0=9F=8E=AC =D0=A1=D0=B1=D0=BE=D1=80=D0=BD=D0=B8=D0=BA 41 =E2=8F=B0 30 =D0=BC=D0=B8=D0=BD=D1=83=D1=82 =F0=9F=98=84 =D0=A1=D0=B1=D0=BE=D1=80=D0=BD=D0=B8=D0=BA =D0=BC=D1=83=D0=BB=D1=8C=D1=82=D0=B8=D0=BA=D0=BE=D0=B2 =D0=B4=D0=BB=D1=8F =D0=B4=D0=B5=D1=82=D0=B5=D0=B9~419,943~0~1~36~https://www.youtube.com/watch?v=3DVn5DqBtNpFQ
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C=F0=9F=92=A5=D0=9D=D0=9E=D0=92=D0=90=D0=AF =D0=A1=D0=95=D0=A0=D0=98=D0=AF 2023=F0=9F=92=A5=D0=9A=D0=B0=D1=80=D1=82=D0=BE=D0=BD=D0=BD=D1=8B=D0=B5 =D1=81=D0=BF=D0=B0=D1=81=D0=B0=D1=82=D0=B5=D0=BB=D0=B8 =F0=9F=93=B7=E2=AD=95=F0=9F=90=BA(=D1=81=D0=B5=D1=80=D0=B8=D1=8F 134) Masha and the Bear 2023~3,574,214~0~1~41~https://www.youtube.com/watch?v=3Dvq5Z9ybWVnI
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C 2023 =F0=9F=93=B7=E2=AD=95=F0=9F=90=BA =D0=9A=D0=B0=D1=80=D1=82=D0=BE=D0=BD=D0=BD=D1=8B=D0=B5 =D1=81=D0=BF=D0=B0=D1=81=D0=B0=D1=82=D0=B5=D0=BB=D0=B8 (=D0=A2=D1=80=D0=B5=D0=B9=D0=BB=D0=B5=D1=80) =F0=9F=91=B1=E2=80=8D=E2=99=80=EF=B8=8F=F0=9F=90=BB =D0=9D=D0=BE=D0=B2=D0=B0=D1=8F =D1=81=D0=B5=D1=80=D0=B8=D1=8F 5 =D0=BE=D0=BA=D1=82=D1=8F=D0=B1=D1=80=D1=8F!~510,370~0~1~43~https://www.youtube.com/watch?v=3DDtzlrb0VTyE
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=8E=88 =D0=90=D0=BD=D0=B8=D0=BC=D0=B0=D1=88=D0=BA=D0=B8 =E2=AD=90=EF=B8=8F =D0=9D=D0=9E=D0=92=D0=90=D0=AF =D0=98=D0=A1=D0=A2=D0=9E=D0=A0=D0=98=D0=AF =E2=AD=90=EF=B8=8F =D0=A1=D0=BE=D1=80=D0=B5=D0=B2=D0=BD=D0=BE=D0=B2=D0=B0=D0=BD=D0=B8=D0=B5 =F0=9F=8F=85=F0=9F=A5=95 (=D1=81=D0=B5=D1=80=D0=B8=D1=8F 17) =D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C 2023~400,841~0~1~43~https://www.youtube.com/watch?v=3DH6shbjZkHbo
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=8C=88=E2=98=94 =D0=94=D0=BE=D0=B6=D0=B4=D0=B8=D0=BA =F0=9F=92=A5 =D0=9D=D0=BE=D0=B2=D0=B0=D1=8F =D0=BF=D0=B5=D1=81=D0=B5=D0=BD=D0=BA=D0=B0 =F0=9F=8E=B5 =D0=9F=D0=B5=D1=81=D0=B5=D0=BD=D0=BA=D0=B8 =D0=B4=D0=BB=D1=8F =D0=BC=D0=B0=D0=BB=D1=8B=D1=88=D0=B5=D0=B9 =F0=9F=92=A4~910,376~0~1~43~https://www.youtube.com/watch?v=3DPXDCHeVJIcY
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=92=AA=F0=9F=98=84=D0=9E=D1=82=D0=B4=D0=BE=D1=85=D0=BD=D1=83=D0=BB=D0=B8 =D0=B8 =D0=B2=D0=BF=D0=B5=D1=80=D1=91=D0=B4!=F0=9F=98=84 =D0=A1=D0=B1=D0=BE=D1=80=D0=BD=D0=B8=D0=BA =D0=BB=D1=83=D1=87=D1=88=D0=B8=D1=85 =D1=81=D0=B5=D1=80=D0=B8=D0=B9 =D0=BF=D1=80=D0=BE =D0=9C=D0=B0=D1=88=D1=83 =E2=8F=B0 1 =D1=87=D0=B0=D1=81~2,582,028~0~1~50~https://www.youtube.com/watch?v=3Dn75Cg5FdsWg
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=92=A5=D0=9D=D0=9E=D0=92=D0=90=D0=AF =D0=A1=D0=95=D0=A0=D0=98=D0=AF 2023=F0=9F=92=A5 =D0=A3=D0=BD=D0=B5=D1=81=D0=B5=D0=BD=D0=BD=D1=8B=D0=B9 =D0=B2=D0=B5=D1=82=D1=80=D0=BE=D0=BC =F0=9F=98=89=F0=9F=8C=82(=D1=81=D0=B5=D1=80=D0=B8=D1=8F 116) =F0=9F=91=B1=E2=80=8D=E2=99=80=EF=B8=8F=F0=9F=90=BB Masha and the Bear 2023~10,914,152~0~1~50~https://www.youtube.com/watch?v=3Dcu-nDPZ52vY
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C 2023 =F0=9F=98=89=F0=9F=8C=82 =D0=A3=D0=BD=D0=B5=D1=81=D0=B5=D0=BD=D0=BD=D1=8B=D0=B9 =D0=B2=D0=B5=D1=82=D1=80=D0=BE=D0=BC (=D0=A2=D1=80=D0=B5=D0=B9=D0=BB=D0=B5=D1=80) =F0=9F=91=B1=E2=80=8D=E2=99=80=EF=B8=8F=F0=9F=90=BB =D0=9D=D0=BE=D0=B2=D0=B0=D1=8F =D1=81=D0=B5=D1=80=D0=B8=D1=8F 21 =D1=81=D0=B5=D0=BD=D1=82=D1=8F=D0=B1=D1=80=D1=8F!~442,930~0~1~57~https://www.youtube.com/watch?v=3DPrtoCdJETi4
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=98=87=F0=9F=A5=B0 =D0=9C=D0=B0=D0=BB=D0=B5=D0=BD=D1=8C=D0=BA=D0=B0=D1=8F =D1=85=D0=B8=D1=82=D1=80=D1=8E=D1=88=D0=BA=D0=B0 =F0=9F=98=87=F0=9F=A5=B0 =D0=9A=D0=BE=D0=BB=D0=BB=D0=B5=D0=BA=D1=86=D0=B8=D1=8F =D1=81=D0=B5=D1=80=D0=B8=D0=B9 =D0=BF=D1=80=D0=BE =D0=9C=D0=B0=D1=88=D1=83 =F0=9F=8E=AC~777,448~0~2~59~https://www.youtube.com/watch?v=3DyYgd7woiG0Q
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=A4=94 =D0=90 =D0=BD=D1=83-=D0=BA=D0=B0, =D1=83=D0=B3=D0=B0=D0=B4=D0=B0=D0=B9-=D0=BA=D0=B0! =F0=9F=92=AA=F0=9F=90=BB =D0=9A=D0=BE=D0=BB=D0=BB=D0=B5=D0=BA=D1=86=D0=B8=D1=8F =D1=81=D0=B5=D1=80=D0=B8=D0=B9 =D0=BF=D1=80=D0=BE =D0=9C=D0=B0=D1=88=D1=83 =F0=9F=8E=AC~380,997~0~2~59~https://www.youtube.com/watch?v=3DDkMlpshH3Ko
=D0=9C=D0=B0=D1=88=D0=B0 =D0=B8 =D0=9C=D0=B5=D0=B4=D0=B2=D0=B5=D0=B4=D1=8C =F0=9F=92=A5=D0=9F=D0=A0=D0=95=D0=9C=D0=AC=D0=95=D0=A0=D0=90 7 =D0=A1=D0=95=D0=97=D0=9E=D0=9D=D0=90=F0=9F=92=A5 =D0=9F=D1=80=D0=B8=D0=BD=D1=86=D0=B5=D1=81=D1=81=D0=B0 =D0=B8 =D1=87=D1=83=D0=B4=D0=BE=D0=B2=D0=B8=D1=89=D0=B5 =F0=9F=91=91=F0=9F=93=B7 (=D1=81=D0=B5=D1=80=D0=B8=D1=8F 135) Masha and the Bear 2023~8,895,991~0~2~59~https://www.youtube.com/watch?v=3DbNNJ2ESsPGU
