title~views~uptime_y~uptime_m~uptime_d~link
=E0=A4=85=E0=A4=AA=E0=A4=A8=E0=A5=80 =E0=A4=9C=E0=A4=BE=E0=A4=A8 =E0=A4=95=E0=A5=80 =E0=A4=AA=E0=A4=B0=E0=A4=B5=E0=A4=BE=E0=A4=B9 =E0=A4=A8=E0=A4=BE =E0=A4=95=E0=A4=B0=E0=A4=A4=E0=A5=87 =E0=A4=B9=E0=A5=81=E0=A4=AF=E0=A5=87 =E0=A4=85=E0=A4=B2=E0=A5=8D=E0=A4=B2=E0=A5=82 =E0=A4=85=E0=A4=B0=E0=A5=8D=E0=A4=9C=E0=A5=81=E0=A4=A8 =E0=A4=A8=E0=A5=87 =E0=A4=B0=E0=A4=95=E0=A5=81=E0=A4=B2 =E0=A4=AA=E0=A5=8D=E0=A4=B0=E0=A5=80=E0=A4=A4 =E0=A4=B8=E0=A4=BF=E0=A4=82=E0=A4=B9 =E0=A4=95=E0=A5=80 =E0=A4=9C=E0=A4=BE=E0=A4=A8 =E0=A4=AC=E0=A4=9A=E0=A4=BE=E0=A4=AF=E0=A5=80~84,055~0~1~31~https://www.youtube.com/watch?v=3D2om0Hx-gTk0
#Virupaksha (Hindi) Tonight 8 PM | Sai Dharam Tej | Tv Par Pehli Baar | Only On #Goldmines~24,311~0~1~31~https://www.youtube.com/watch?v=3DvU_xiXizU94
Jr Ntr Blockbuster Action Romantic Comedy Film -=E0=A4=A6 =E0=A4=B8=E0=A5=81=E0=A4=AA=E0=A4=B0 =E0=A4=96=E0=A4=BF=E0=A4=B2=E0=A4=BE=E0=A4=A1=E0=A5=80 (HD) |=E0=A4=B8=E0=A4=AE=E0=A4=BE=E0=A4=82=E0=A4=A5=E0=A4=BE, =E0=A4=95=E0=A4=BE=E0=A4=9C=E0=A4=B2 =E0=A4=85=E0=A4=97=E0=A5=8D=E0=A4=B0=E0=A4=B5=E0=A4=BE=E0=A4=B2, =E0=A4=AA=E0=A5=8D=E0=A4=B0=E0=A4=95=E0=A4=BE=E0=A4=B6 =E0=A4=B0=E0=A4=BE=E0=A4=9C~22,989~0~1~31~https://www.youtube.com/watch?v=3Dk1VII9zSGhE
=E0=A4=85=E0=A4=B2=E0=A5=8D=E0=A4=B2=E0=A5=82 =E0=A4=B8=E0=A4=BF=E0=A4=B0=E0=A5=80=E0=A4=B6 =E0=A4=94=E0=A4=B0 =E0=A4=89=E0=A4=B8=E0=A4=95=E0=A5=87 =E0=A4=A6=E0=A5=8B=E0=A4=B8=E0=A5=8D=E0=A4=A4 =E0=A4=AB=E0=A5=87=E0=A4=82=E0=A4=95=E0=A5=87 =E0=A4=B9=E0=A5=81=E0=A4=AF=E0=A5=87 =E0=A4=98=E0=A4=B0 =E0=A4=95=E0=A5=87 =E0=A4=9A=E0=A4=BE=E0=A4=AC=E0=A5=80 =E0=A4=A2=E0=A5=82=E0=A4=82=E0=A4=A2 =E0=A4=B0=E0=A4=B9=E0=A5=87 =E0=A4=B9=E0=A5=88~18,566~0~1~31~https://www.youtube.com/watch?v=3DCvYdFP3Bm3Q
=E0=A4=B5=E0=A4=BF=E0=A4=9C=E0=A4=AF =E0=A4=95=E0=A5=80 =E0=A4=AC=E0=A5=8D=E0=A4=B2=E0=A5=89=E0=A4=95=E0=A4=AC=E0=A4=B8=E0=A5=8D=E0=A4=9F=E0=A4=B0 =E0=A4=8F=E0=A4=95=E0=A5=8D=E0=A4=B6=E0=A4=A8 =E0=A4=B9=E0=A4=BF=E0=A4=82=E0=A4=A6=E0=A5=80 =E0=A4=AB=E0=A4=BF=E0=A4=B2=E0=A5=8D=E0=A4=AE- Main Hoon Bodyguard (HD)| =E0=A4=85=E0=A4=B8=E0=A4=BF=E0=A4=A8, =E0=A4=AE=E0=A4=BF=E0=A4=A5=E0=A5=8D=E0=A4=B0=E0=A4=BE =E0=A4=95=E0=A5=81=E0=A4=B0=E0=A4=BF=E0=A4=AF=E0=A4=A8 | Vijay Hit Film~50,705~0~1~31~https://www.youtube.com/watch?v=3DJ_LSq5dlgu4
=E0=A4=B6=E0=A5=87=E0=A4=B0 =E0=A4=96=E0=A5=81=E0=A4=A6 =E0=A4=95=E0=A5=87 =E0=A4=85=E0=A4=B2=E0=A4=BE=E0=A4=B5=E0=A4=BE =E0=A4=95=E0=A4=BF=E0=A4=B8=E0=A5=80 =E0=A4=94=E0=A4=B0 =E0=A4=95=E0=A5=87 =E0=A4=91=E0=A4=B0=E0=A5=8D=E0=A4=A1=E0=A4=B0=E0=A5=8D=E0=A4=B8 Follow =E0=A4=A8=E0=A4=B9=E0=A5=80=E0=A4=82 =E0=A4=95=E0=A4=B0=E0=A4=A4=E0=A4=BE, =E0=A4=A4=E0=A5=81=E0=A4=AE =E0=A4=9C=E0=A5=88=E0=A4=B8=E0=A4=BE =E0=A4=95=E0=A5=81=E0=A4=A4=E0=A5=8D=E0=A4=A4=E0=A4=BE =E0=A4=A8=E0=A4=B9=E0=A5=80 =E0=A4=B9=E0=A5=82=E0=A4=81 =E0=A4=AE=E0=A5=88=E0=A4=82~16,163~0~1~31~https://www.youtube.com/watch?v=3D5AZmlpq4gSI
#Virupaksha (Hindi) Tomorrow 8 PM | Sai Dharam Tej | Tv Par Pehli Baar | Only On #Goldmines~51,893~0~1~32~https://www.youtube.com/watch?v=3DBTE-TAd4AVg
=E0=A5=AB=E0=A5=A6=E0=A5=A6=E0=A5=A6 =E0=A4=95=E0=A5=87 =E0=A4=AC=E0=A4=A6=E0=A4=B2=E0=A5=87 =E0=A4=97=E0=A5=8B=E0=A4=AA=E0=A5=80=E0=A4=9A=E0=A4=82=E0=A4=A6 =E0=A4=A8=E0=A5=87 =E0=A4=B6=E0=A4=B0=E0=A5=8D=E0=A4=AE=E0=A4=BE =E0=A4=95=E0=A5=80 =E0=A4=AC=E0=A5=80=E0=A4=B5=E0=A5=80 =E0=A4=95=E0=A5=80 =E0=A4=95=E0=A4=82=E0=A4=97=E0=A4=A8 =E0=A4=B2=E0=A5=87 =E0=A4=B2=E0=A5=80~8,028~0~1~32~https://www.youtube.com/watch?v=3DBin1TP5pr-Y
Vinaya Vidheya Rama (Hindi) | Tonight 9 PM | Ram Charan, Kiara | Exclusively Only On #Goldmines~16,348~0~1~32~https://www.youtube.com/watch?v=3D7chprSHvK1Y
=E0=A4=A6=E0=A4=95=E0=A5=8D=E0=A4=B7=E0=A4=BF=E0=A4=A3=E0=A4=BE =E0=A4=A8=E0=A4=BE =E0=A4=AE=E0=A4=BF=E0=A4=B2=E0=A4=A8=E0=A5=87 =E0=A4=AA=E0=A4=B0 =E0=A4=9C=E0=A5=82=E0=A4=A8=E0=A4=BF=E0=A4=AF=E0=A4=B0 =E0=A4=8F=E0=A4=A8=E0=A4=9F=E0=A5=80=E0=A4=86=E0=A4=B0 =E0=A4=A8=E0=A5=87 =E0=A4=AB=E0=A4=BF=E0=A4=B2=E0=A5=8D=E0=A4=AE =E0=A4=B8=E0=A5=87=E0=A4=9F =E0=A4=AE=E0=A5=87=E0=A4=82 =E0=A4=AC=E0=A4=B5=E0=A4=BE=E0=A4=B2 =E0=A4=AE=E0=A4=9A=E0=A4=BE =E0=A4=A6=E0=A4=BF=E0=A4=AF=E0=A4=BE~10,292~0~1~32~https://www.youtube.com/watch?v=3DuNQELwWq0Bk
